gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotalSpend,avg_monthly_spend,total_services,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_Mid,tenure_group_Loyal,MonthlyCharges_group_Medium,MonthlyCharges_group_High
0,0,0,0,52,1,0,20.65,1022.95,0,1073.8,19.300943396226415,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,0,0,1,71,1,0,106.7,7382.25,0,7575.7,102.53125,4,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True
0,0,1,1,10,1,0,55.2,528.35,1,552.0,48.03181818181818,2,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
0,0,0,0,21,1,1,90.05,1862.9,0,1891.05,84.67727272727274,3,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True
1,1,0,0,1,0,1,39.65,39.65,1,39.65,19.825,2,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,0,12,1,0,19.8,202.25,0,237.60000000000002,15.557692307692308,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,20.15,20.15,1,20.15,10.075,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0,58,1,1,59.9,3505.1,0,3474.2,59.40847457627118,2,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False
1,0,1,1,49,1,0,59.6,2970.3,0,2920.4,59.406000000000006,3,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False
0,0,0,0,30,1,1,55.3,1530.6,0,1659.0,49.37419354838709,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,1,1,47,1,1,99.35,4749.15,1,4669.45,98.940625,3,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
1,0,1,1,1,0,0,30.2,30.2,1,30.2,15.1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,72,1,1,90.25,6369.45,0,6498.0,87.2527397260274,6,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True
0,0,0,1,17,1,1,64.7,1093.1,1,1099.9,60.727777777777774,2,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False
0,1,1,0,71,1,1,96.35,6766.95,0,6840.849999999999,93.98541666666667,4,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True
1,1,1,0,2,1,1,95.5,181.65,0,191.0,60.550000000000004,3,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True
0,0,1,1,27,1,0,66.15,1874.45,0,1786.0500000000002,66.94464285714285,4,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,False
1,0,0,0,1,1,0,20.2,20.2,0,20.2,10.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,1,1,0,45.25,45.25,0,45.25,22.625,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,72,1,0,99.9,7251.7,0,7192.8,99.33835616438355,4,False,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,True
1,0,0,0,5,1,1,69.7,316.9,1,348.5,52.81666666666666,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,46,1,1,74.8,3548.3,0,3440.7999999999997,75.49574468085106,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
1,0,0,0,34,1,1,106.35,3549.25,1,3615.8999999999996,101.40714285714286,4,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True
0,0,0,0,11,1,1,97.85,1105.4,1,1076.35,92.11666666666667,3,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
1,0,1,1,10,1,0,49.55,475.7,0,495.5,43.24545454545454,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
0,0,1,1,70,1,1,69.2,4872.35,0,4844.0,68.62464788732395,3,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False
0,0,1,1,17,1,0,20.75,418.25,0,352.75,23.23611111111111,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,0,0,0,63,1,1,79.85,4861.45,0,5030.549999999999,75.96015625,5,False,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True
0,0,1,0,13,1,1,76.2,981.45,0,990.6,70.10357142857143,4,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True
0,0,0,0,49,1,1,84.5,3906.7,0,4140.5,78.134,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
1,0,0,0,2,1,0,49.25,97.0,0,98.5,32.333333333333336,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,2,1,1,80.65,144.15,1,161.3,48.050000000000004,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,0,0,52,1,1,79.75,4217.8,0,4147.0,79.5811320754717,4,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,True
0,0,1,1,69,1,1,64.15,4254.1,0,4426.35,60.77285714285715,3,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,True,False
0,1,0,0,43,1,1,90.25,3838.75,0,3880.75,87.24431818181819,2,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
0,0,0,0,15,1,1,99.1,1426.4,1,1486.5,89.15,4,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True
0,1,1,0,25,1,1,69.5,1752.65,0,1737.5,67.40961538461539,3,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False
0,1,1,0,8,1,1,80.65,633.3,1,645.2,70.36666666666666,1,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,1,1,1,60,1,1,74.85,4456.35,0,4491.0,73.05491803278689,5,False,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True
1,1,0,0,18,1,1,95.45,1752.55,1,1718.1000000000001,92.23947368421052,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True
0,0,1,1,63,1,1,99.65,6311.2,0,6277.950000000001,98.6125,3,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,True
1,1,1,1,66,1,1,108.45,7076.35,0,7157.7,105.61716417910448,5,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True
0,0,1,1,34,1,0,24.95,894.3,0,848.3,25.55142857142857,0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,0,0,0,72,1,1,107.5,7853.7,0,7740.0,107.58493150684932,4,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True
0,0,1,0,47,1,1,100.5,4707.1,0,4723.5,98.06458333333335,3,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
1,0,0,0,60,1,1,89.9,5450.7,0,5394.0,89.35573770491803,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,1,0,72,0,0,42.1,2962.0,0,3031.2000000000003,40.57534246575342,3,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False
0,0,1,1,18,1,1,54.4,957.1,0,979.1999999999999,50.373684210526314,2,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False
0,0,0,0,9,1,0,94.4,857.25,1,849.6,85.725,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True
0,0,0,0,3,1,1,75.3,244.1,0,225.89999999999998,61.025,4,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True
1,0,1,0,47,1,1,78.9,3650.35,0,3708.3,76.04895833333333,1,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True
0,0,0,0,31,1,0,79.2,2497.2,0,2455.2000000000003,78.0375,5,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True
0,0,1,1,50,1,0,20.15,930.9,0,1007.4999999999999,18.25294117647059,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,10,1,1,79.85,887.35,0,798.5,80.66818181818182,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,1,1,0,49.05,49.05,0,49.05,24.525,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,1,1,52,1,1,20.4,1090.65,0,1060.8,20.578301886792456,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1,1,1,1,64,1,1,111.6,7099.0,0,7142.4,109.21538461538462,5,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,True,False,True
1,0,1,1,62,1,1,24.25,1424.6,0,1503.5,22.61269841269841,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,1,3,1,1,64.5,177.4,0,193.5,44.35,3,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,1,0,0,56,1,0,110.5,6139.5,0,6188.0,107.71052631578948,5,False,True,True,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True
0,0,0,0,46,1,0,55.65,2688.85,0,2559.9,57.2095744680851,1,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False
0,0,1,1,8,1,0,54.65,482.25,0,437.2,53.583333333333336,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,30,1,1,74.75,2111.3,0,2242.5,68.10645161290323,4,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True
0,0,1,1,45,1,1,25.9,1216.6,0,1165.5,26.44782608695652,0,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0,0,1,1,1,1,79.35,79.35,1,79.35,39.675,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,1,1,11,0,0,50.55,565.35,0,556.05,47.112500000000004,3,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False
0,0,1,0,7,1,1,75.15,496.9,1,526.0500000000001,62.1125,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,42,1,1,103.8,4327.5,0,4359.599999999999,100.63953488372093,5,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True
0,0,1,0,49,1,1,20.15,973.35,0,987.3499999999999,19.467,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,9,1,1,99.3,918.75,0,893.6999999999999,91.875,3,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True
0,0,1,0,35,1,1,62.15,2215.45,0,2175.25,61.540277777777774,2,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,0,1,1,48,1,0,20.65,1057.0,0,991.1999999999999,21.571428571428573,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,1,1,46,1,1,19.95,927.1,0,917.6999999999999,19.72553191489362,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,1,0,29,0,0,33.75,1009.25,0,978.75,33.641666666666666,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,0,1,1,30,1,0,82.05,2570.2,0,2461.5,82.90967741935484,2,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0,1,1,0,74.7,74.7,0,74.7,37.35,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,66,1,1,84.0,5714.25,0,5544.0,85.28731343283582,5,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,True
0,0,0,0,65,1,1,111.05,7107.0,0,7218.25,107.68181818181819,5,False,True,True,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True
1,0,0,0,72,1,1,100.9,7459.05,0,7264.8,102.17876712328767,4,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,True,False,True
0,0,0,0,12,1,1,78.95,927.35,1,947.4000000000001,71.33461538461539,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,71,1,1,66.85,4748.7,0,4746.349999999999,65.95416666666667,3,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,True,False
1,0,0,0,5,1,0,21.05,113.85,1,105.25,18.974999999999998,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,52,1,0,21.0,1107.2,0,1092.0,20.89056603773585,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,1,0,25,1,1,98.5,2514.5,1,2462.5,96.71153846153847,4,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True
1,0,0,0,1,1,0,20.2,20.2,0,20.2,10.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,1,1,1,0,19.45,19.45,0,19.45,9.725,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,38,1,0,95.0,3605.6,0,3610.0,92.45128205128205,3,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True
0,1,1,0,66,0,0,45.55,3027.25,0,3006.2999999999997,45.18283582089552,3,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False
1,0,1,0,68,1,1,110.0,7611.85,1,7480.0,110.31666666666668,5,False,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,True,False,True
1,0,0,0,5,0,0,24.3,100.2,0,121.5,16.7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,1,72,1,1,104.15,7303.05,0,7498.8,100.04178082191781,4,False,True,True,False,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True
0,0,0,0,32,0,0,30.15,927.65,0,964.8,28.11060606060606,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,0,0,0,43,1,0,94.35,3921.3,0,4057.0499999999997,89.12045454545455,2,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True
1,0,1,1,72,1,0,19.4,1363.25,0,1396.8,18.674657534246574,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1,0,1,0,55,1,1,96.75,5238.9,1,5321.25,93.55178571428571,3,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True
0,0,0,0,52,1,0,57.95,3042.25,0,3013.4,57.40094339622642,3,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False
0,0,0,0,43,1,1,91.65,3954.1,0,3940.9500000000003,89.86590909090908,3,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True
0,1,1,0,37,1,1,76.5,2868.15,1,2830.5,75.47763157894737,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
0,0,1,1,64,0,1,54.6,3423.5,0,3494.4,52.66923076923077,4,True,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False
1,0,1,1,3,1,0,89.85,248.4,0,269.54999999999995,62.1,3,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,0,0,36,0,0,31.05,1126.35,0,1117.8,30.44189189189189,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,1,10,1,1,100.25,1064.65,1,1002.5,96.78636363636365,3,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
0,0,0,0,41,1,0,20.65,835.15,0,846.65,19.88452380952381,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,1,1,27,1,1,85.2,2151.6,0,2300.4,76.84285714285714,2,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
0,0,1,1,56,1,1,99.8,5515.45,0,5588.8,96.76228070175438,3,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True
0,0,0,0,6,1,0,20.7,112.75,0,124.19999999999999,16.107142857142858,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,3,1,1,74.4,229.55,1,223.20000000000002,57.3875,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,1,7,1,0,50.7,350.35,0,354.90000000000003,43.79375,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,1,4,1,0,20.85,62.9,0,83.4,12.58,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,33,1,1,88.95,3027.65,0,2935.35,89.0485294117647,3,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True
0,1,0,0,27,1,1,78.05,2135.5,1,2107.35,76.26785714285714,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
1,0,1,0,72,1,1,23.55,1723.95,0,1695.6000000000001,23.615753424657534,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,1,1,0,19.75,19.75,0,19.75,9.875,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0,71,0,1,56.45,3985.35,0,4007.9500000000003,55.35208333333333,4,True,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False
0,0,0,0,13,1,1,85.95,1215.65,0,1117.3500000000001,86.83214285714287,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
0,0,1,1,25,0,1,58.6,1502.65,1,1465.0,57.79423076923077,5,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False
1,0,0,0,67,1,0,50.55,3260.1,0,3386.85,47.942647058823525,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
1,0,0,0,1,0,1,35.45,35.45,1,35.45,17.725,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,0,2,1,0,44.35,81.25,1,88.7,27.083333333333332,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,43,1,1,25.7,1188.2,0,1105.1,27.004545454545454,0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,0,0,0,23,1,1,75.0,1778.5,0,1725.0,74.10416666666667,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,1,1,64,1,0,20.2,1277.75,0,1292.8,19.657692307692308,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,0,1,57,1,1,19.6,1170.55,0,1117.2,20.181896551724137,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,1,1,0,1,1,1,70.45,70.45,1,70.45,35.225,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,1,72,1,1,88.05,6425.65,0,6339.599999999999,88.02260273972603,6,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True
0,0,0,0,8,1,0,71.15,563.65,1,569.2,62.62777777777777,3,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
0,0,1,0,61,1,1,101.05,5971.25,0,6164.05,96.31048387096774,3,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True
1,0,0,0,64,1,1,84.3,5289.05,0,5395.2,81.37,2,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True
1,1,1,0,71,1,0,23.95,1756.2,0,1700.45,24.391666666666666,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,1,1,65,1,1,99.05,6416.7,0,6438.25,97.22272727272727,4,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False,True
1,0,0,0,3,1,0,19.6,61.35,0,58.800000000000004,15.3375,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,0,1,1,1,45.65,45.65,1,45.65,22.825,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,1,30,1,0,64.5,1929.95,0,1935.0,62.25645161290323,3,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,1,1,15,1,1,69.5,1071.4,0,1042.5,66.9625,4,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False
0,0,1,1,8,1,1,68.55,564.35,0,548.4,62.705555555555556,3,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False
1,0,0,0,7,1,0,95.0,655.5,1,665.0,81.9375,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
0,0,1,1,70,1,1,108.15,7930.55,0,7570.5,111.69788732394366,5,False,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False,True
1,0,1,1,62,1,0,86.1,5215.25,0,5338.2,82.78174603174604,6,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True
0,0,1,1,6,1,0,19.7,113.5,0,118.19999999999999,16.214285714285715,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,1,14,1,1,80.9,1152.8,0,1132.6000000000001,76.85333333333332,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0,0,22,1,1,84.15,1821.95,0,1851.3000000000002,79.21521739130435,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0,1,1,22,1,0,20.15,419.9,0,443.29999999999995,18.256521739130434,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,0,1,1,16,1,0,64.25,1024.0,0,1028.0,60.23529411764706,3,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False
1,0,0,0,10,1,0,25.7,251.6,0,257.0,22.87272727272727,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,1,13,1,1,56.0,764.55,0,728.0,54.61071428571428,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False
0,0,1,0,20,1,0,82.4,1592.35,1,1648.0,75.82619047619048,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
0,0,0,0,2,1,1,69.7,135.2,0,139.4,45.06666666666666,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,53,1,1,73.9,3958.25,0,3916.7000000000003,73.30092592592592,4,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True
0,0,1,1,11,1,0,20.6,233.9,0,226.60000000000002,19.491666666666667,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0,1,0,69,1,0,19.9,1363.45,0,1373.1,19.477857142857143,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,0,0,0,4,1,1,70.9,273.0,1,283.6,54.6,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,72,1,1,89.05,6254.45,0,6411.599999999999,85.67739726027396,6,False,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True
1,1,1,0,58,0,1,45.3,2651.2,1,2627.3999999999996,44.93559322033898,3,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False
0,0,1,1,16,1,0,20.4,321.4,0,326.4,18.905882352941177,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,0,1,0,43,1,1,84.25,3539.25,0,3622.75,80.4375,3,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True
0,0,1,0,2,1,1,104.4,242.8,1,208.8,80.93333333333334,4,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True
1,0,1,0,14,1,0,81.95,1181.75,0,1147.3,78.78333333333333,5,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,True,False,False,True
